title;description;artist;culture;country;teaserText;url;image;regularImage;largeImage;date;Century;medium;simplified mediums;accessionNumber;galleryInformation
Panel;;;Japan;Japan;Date: late 18th–early 19th century Accession Number: 29.100.540;/art/collection/search/68489?&ao=on&ft=Rooster&offset=100&rpp=100&pos=185;https://images.metmuseum.org/CRDImages/as/mobile-large/DP277703.jpg;as/web-additional/DP277703.jpg;as/web-large/DP277703.jpg;late 18th–early 19th century;19th century;Silk;Silk;29.100.540;Not on view
Gentleman Taking Leave of His Lady on a Veranda;Suzuki Harunobu (Japanese, 1725–1770);Suzuki Harunobu;Japan;Japan;Suzuki Harunobu (Japanese, 1725–1770) Accession Number: JP1629;/art/collection/search/42562?&ao=on&ft=Rooster&offset=100&rpp=100&pos=186;https://images.metmuseum.org/CRDImages/as/mobile-large/DP118778.jpg;as/web-additional/DP118778.jpg;as/web-large/DP118778.jpg;;;"Woodblock print; ink and color on paper";Paper;JP1629;Not on view
Case (Inr?) with Design of Foreigners, One holding a Cock;;;Japan;Japan;Date: 17th–18th century Accession Number: 91.1.686;/art/collection/search/58465?&ao=on&ft=Rooster&offset=100&rpp=100&pos=187;https://images.metmuseum.org/CRDImages/as/mobile-large/91_1_686_O3.JPG;as/web-additional/91_1_686_O3.JPG;as/web-large/91_1_686_O3.JPG;17th–18th century;18th century;"Lacquer, roiro and nashiji, gold, silver and black hiramakie, takamakie; Interior: nashiji and fundame";Lacquer;91.1.686;Not on view
Cock;Attributed to Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo));Katsushika Hokusai;Japan;Japan;Attributed to Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)) Accession Number: 29.100.511;/art/collection/search/54953?&ao=on&ft=Rooster&offset=100&rpp=100&pos=188;https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_511_76206.jpg;as/web-additional/29_100_511_76206.jpg;as/web-large/29_100_511_76206.jpg;;;"Painting; color on paper";Paper;29.100.511;Not on view
Landscape with Chicken;Attributed to Cheng Jiasui (Chinese, 1565–1644);Cheng Jiasui;China;China;Attributed to Cheng Jiasui (Chinese, 1565–1644) Accession Number: 13.100.65;/art/collection/search/35986?&ao=on&ft=Rooster&offset=100&rpp=100&pos=189;https://images.metmuseum.org/CRDImages/as/mobile-large/DP153842.jpg;as/web-additional/DP153842.jpg;as/web-large/DP153842.jpg;;;"Folding fan mounted as an album leaf; ink on gold paper";Paper;13.100.65;Not on view
Vase with cover;Meissen Manufactory (German, 1710–present);Meissen Manufactory;German, Meissen;Germany;Meissen Manufactory (German, 1710–present) Date: ca. 1730–35 Accession Number: 11.29a, b;/art/collection/search/191636?&ao=on&ft=Rooster&offset=100&rpp=100&pos=190;https://images.metmuseum.org/CRDImages/es/mobile-large/10084.jpg;es/web-additional/10084.jpg;es/web-large/10084.jpg;ca. 1730–35;18th century;Hard-paste porcelain;Porcelain;11.29a, b;Not on view
Fais ce que dois advienne que pourra;Fred Christol (French);Fred Christol;;;Fred Christol (French) Date: ca. 1914–18 Accession Number: 42.105.5;/art/collection/search/733122?&ao=on&ft=Rooster&offset=100&rpp=100&pos=191;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP873015.jpg;dp/web-additional/DP873015.jpg;dp/web-large/DP873015.jpg;ca. 1914–18;20th century;Commercial color lithograph;Lithograph;42.105.5;Not on view
Box;;;Japan;Japan;Date: 19th century Accession Number: 81.1.213;/art/collection/search/57631?&ao=on&ft=Rooster&offset=100&rpp=100&pos=192;https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_213_O2_sf.jpg;as/web-additional/81_1_213_O2_sf.jpg;as/web-large/81_1_213_O2_sf.jpg;19th century;19th century;Lacquer;Lacquer;81.1.213;Not on view
Box;;;Japan;Japan;Date: late 19th century Accession Number: 81.1.282;/art/collection/search/57693?&ao=on&ft=Rooster&offset=100&rpp=100&pos=193;https://images.metmuseum.org/CRDImages/as/mobile-large/81_1_259,282.JPG;as/web-additional/81_1_259,282.JPG;as/web-large/81_1_259,282.JPG;late 19th century;19th century;Lacquer;Lacquer;81.1.282;Not on view
Chiyoda Castle (Album of Women);Y?sh? (Hashimoto) Chikanobu (Japanese, 1838–1912);Y?sh? (Hashimoto) Chikanobu;Japan;Japan;Y?sh? (Hashimoto) Chikanobu (Japanese, 1838–1912) Date: 1895 Accession Number: JP3543;/art/collection/search/55844?&ao=on&ft=Rooster&offset=100&rpp=100&pos=194;https://images.metmuseum.org/CRDImages/as/mobile-large/DP149387.jpg;as/web-additional/DP149387.jpg;as/web-large/DP149387.jpg;1895;19th century;"Triptych of woodblock prints; ink and color on paper";Paper;JP3543;Not on view
Piece;;;Japan;Japan;Date: early 19th century Accession Number: 96.14.37;/art/collection/search/65775?&ao=on&ft=Rooster&offset=100&rpp=100&pos=195;https://images.metmuseum.org/CRDImages/as/mobile-large/DP11387.jpg;as/web-additional/DP11387.jpg;as/web-large/DP11387.jpg;early 19th century;19th century;Silk, metallic thread;Silk;96.14.37;Not on view
Piece;;;Japan;Japan;Date: 17th century Accession Number: 20.148.310;/art/collection/search/71301?&ao=on&ft=Rooster&offset=100&rpp=100&pos=196;https://images.metmuseum.org/CRDImages/as/mobile-large/DP15789.jpg;as/web-additional/DP15789.jpg;as/web-large/DP15789.jpg;17th century;18th century;Silk / Compound weave;Silk;20.148.310;Not on view
Wellhead;Accession Number: 60.81.2;;China;China;Accession Number: 60.81.2;/art/collection/search/62986?&ao=on&ft=Rooster&offset=100&rpp=100&pos=197;https://images.metmuseum.org/CRDImages/as/mobile-large/171450.jpg;as/web-additional/171450.jpg;as/web-large/171450.jpg;;;Terracotta;Terracotta;60.81.2;Not on view
Cock, Hen, and Nadeshiko (Dianthus Superbus);Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo));Katsushika Hokusai;Japan;Japan;Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)) Accession Number: JP1015;/art/collection/search/54890?&ao=on&ft=Rooster&offset=100&rpp=100&pos=198;https://images.metmuseum.org/CRDImages/as/mobile-large/DP141268.jpg;as/web-additional/DP141268.jpg;as/web-large/DP141268.jpg;;;"Woodblock print; ink and color on paper";Wood;JP1015;Not on view
Peony and Cock;Utagawa Hiroshige (Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo));Utagawa Hiroshige;Japan;Japan;Utagawa Hiroshige (Japanese, Tokyo (Edo) 1797–1858 Tokyo (Edo)) Date: 1854 Accession Number: JP2526;/art/collection/search/56939?&ao=on&ft=Rooster&offset=100&rpp=100&pos=199;https://images.metmuseum.org/CRDImages/as/mobile-large/DP120479.jpg;as/web-additional/DP120479.jpg;as/web-large/DP120479.jpg;1854;19th century;"Woodblock print; ink and color on paper";Wood;JP2526;Not on view
Cock on Drum;Shibata Zeshin (Japanese, 1807–1891);Shibata Zeshin;Japan;Japan;Shibata Zeshin (Japanese, 1807–1891) Date: 1882 Accession Number: 36.100.113;/art/collection/search/57198?&ao=on&ft=Rooster&offset=100&rpp=100&pos=200;https://images.metmuseum.org/CRDImages/as/mobile-large/DP205535.jpg;as/web-additional/DP205535.jpg;as/web-large/DP205535.jpg;1882;19th century;"Album leaf; lacquer on silver paper";Paper;36.100.113;Not on view
Vignette Showing Britannia, Neptune, France and Sea Battle;Anonymous, British, 18th century;Anonymous, British, 18th century;;;Anonymous, British, 18th centuryDate: March 1, 1778 Accession Number: 24.90.1415;/art/collection/search/389035?&ao=on&ft=Rooster&offset=200&rpp=100&pos=201;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP876999.jpg;dp/web-additional/DP876999.jpg;dp/web-large/DP876999.jpg;March 1, 1778;18th century;Engraving;Engraving;24.90.1415;Not on view
Christ on the Cross;After Antonius Wierix, II (Netherlandish, Antwerp 1555/59–1604 Antwerp);Antonius Wierix, II;;;After Antonius Wierix, II (Netherlandish, Antwerp 1555/59–1604 Antwerp) Date: before 1604 Accession Number: 53.601.18(80);/art/collection/search/426209?&ao=on&ft=Rooster&offset=200&rpp=100&pos=202;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP830181.jpg;dp/web-additional/DP830181.jpg;dp/web-large/DP830181.jpg;before 1604;17th century;"Engraving; first state of four";Engraving;53.601.18(80);Not on view
May;Hendrik Meijer (Dutch, Amsterdam 1744–1793 London);Hendrik Meijer;;;Hendrik Meijer (Dutch, Amsterdam 1744–1793 London) Date: 1772 Accession Number: 2005.249.5;/art/collection/search/387476?&ao=on&ft=Rooster&offset=200&rpp=100&pos=203;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP800622.jpg;dp/web-additional/DP800622.jpg;dp/web-large/DP800622.jpg;1772;18th century;"Black chalk, brown, black or gray ink and watercolor
";Chalk;2005.249.5;Not on view
Sword-Grip Ornaments (Menuki);Got? Mitsuyoshi (Shinj?) (Japanese, 1780–1843, fifteenth-generation Got? master);Got? Mitsuyoshi (Shinj?);Japanese;Japan;Got? Mitsuyoshi (Shinj?) (Japanese, 1780–1843, fifteenth-generation Got? master) Date: early 19th century Accession Number: 45.24.50a, b;/art/collection/search/24778?&ao=on&ft=Rooster&offset=200&rpp=100&pos=204;https://images.metmuseum.org/CRDImages/aa/mobile-large/LC-45_24_50ab-001.jpg;aa/web-additional/LC-45_24_50ab-001.jpg;aa/web-large/LC-45_24_50ab-001.jpg;early 19th century;19th century;Copper-silver alloy (shibuichi), silver, copper;Copper;45.24.50a, b;Not on view
The Hundred Birds;Attributed to Dai Wan (Chinese, active 1111–25);Dai Wan;China;China;Attributed to Dai Wan (Chinese, active 1111–25) Accession Number: 47.18.6;/art/collection/search/51638?&ao=on&ft=Rooster&offset=200&rpp=100&pos=205;https://images.metmuseum.org/CRDImages/as/mobile-large/DP201301_CRD.jpg;as/web-additional/DP201301_CRD.jpg;as/web-large/DP201301_CRD.jpg;;;"Handscroll; ink and color on silk";Silk;47.18.6;Not on view
Wyandotte Cock (Silver Laced), from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.44;/art/collection/search/409083?&ao=on&ft=Rooster&offset=200&rpp=100&pos=206;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835092.jpg;dp/web-additional/DP835092.jpg;dp/web-large/DP835092.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.44;Not on view
White Cochin Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.50;/art/collection/search/409091?&ao=on&ft=Rooster&offset=200&rpp=100&pos=207;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835098.jpg;dp/web-additional/DP835098.jpg;dp/web-large/DP835098.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.50;Not on view
White-Crested Black Polish, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.48;/art/collection/search/409089?&ao=on&ft=Rooster&offset=200&rpp=100&pos=208;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835096.jpg;dp/web-additional/DP835096.jpg;dp/web-large/DP835096.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.48;Not on view
Rose-Combed Dorking Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.34;/art/collection/search/409060?&ao=on&ft=Rooster&offset=200&rpp=100&pos=209;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835082.jpg;dp/web-additional/DP835082.jpg;dp/web-large/DP835082.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.34;Not on view
Andalusian Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.3;/art/collection/search/409016?&ao=on&ft=Rooster&offset=200&rpp=100&pos=210;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835051.jpg;dp/web-additional/DP835051.jpg;dp/web-large/DP835051.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.3;Not on view
Buff Cochin China Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.5;/art/collection/search/409018?&ao=on&ft=Rooster&offset=200&rpp=100&pos=211;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835053.jpg;dp/web-additional/DP835053.jpg;dp/web-large/DP835053.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.5;Not on view
Black Minorca Fowl, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.9;/art/collection/search/409022?&ao=on&ft=Rooster&offset=200&rpp=100&pos=212;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835057.jpg;dp/web-additional/DP835057.jpg;dp/web-large/DP835057.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.9;Not on view
Dominique, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.17;/art/collection/search/409032?&ao=on&ft=Rooster&offset=200&rpp=100&pos=213;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835065.jpg;dp/web-additional/DP835065.jpg;dp/web-large/DP835065.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.17;Not on view
Dark Brahma Cockerel, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.15;/art/collection/search/409030?&ao=on&ft=Rooster&offset=200&rpp=100&pos=214;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835063.jpg;dp/web-additional/DP835063.jpg;dp/web-large/DP835063.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.15;Not on view
Houdan Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.23;/art/collection/search/409048?&ao=on&ft=Rooster&offset=200&rpp=100&pos=215;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835071.jpg;dp/web-additional/DP835071.jpg;dp/web-large/DP835071.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.23;Not on view
Partridge Cochin Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.29;/art/collection/search/409055?&ao=on&ft=Rooster&offset=200&rpp=100&pos=216;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835077.jpg;dp/web-additional/DP835077.jpg;dp/web-large/DP835077.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.29;Not on view
Malay Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.28;/art/collection/search/409054?&ao=on&ft=Rooster&offset=200&rpp=100&pos=217;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835076.jpg;dp/web-additional/DP835076.jpg;dp/web-large/DP835076.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.28;Not on view
Silky Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.40;/art/collection/search/409068?&ao=on&ft=Rooster&offset=200&rpp=100&pos=218;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835088.jpg;dp/web-additional/DP835088.jpg;dp/web-large/DP835088.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.40;Not on view
Golden-Spangled Hamburgh Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.19;/art/collection/search/409044?&ao=on&ft=Rooster&offset=200&rpp=100&pos=219;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835067.jpg;dp/web-additional/DP835067.jpg;dp/web-large/DP835067.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.19;Not on view
Langshan, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.27;/art/collection/search/409053?&ao=on&ft=Rooster&offset=200&rpp=100&pos=220;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835075.jpg;dp/web-additional/DP835075.jpg;dp/web-large/DP835075.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.27;Not on view
White-Faced Black Spanish Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.42;/art/collection/search/409081?&ao=on&ft=Rooster&offset=200&rpp=100&pos=221;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835090.jpg;dp/web-additional/DP835090.jpg;dp/web-large/DP835090.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.42;Not on view
Pile Game Cock, from the Prize and Game Chickens series (N20) for Allen & Ginter Cigarettes;Allen & Ginter (American, Richmond, Virginia);Allen & Ginter;;;Allen & Ginter (American, Richmond, Virginia) Date: 1891 Accession Number: 63.350.201.20.31;/art/collection/search/409057?&ao=on&ft=Rooster&offset=200&rpp=100&pos=222;https://images.metmuseum.org/CRDImages/dp/mobile-large/DP835079.jpg;dp/web-additional/DP835079.jpg;dp/web-large/DP835079.jpg;1891;19th century;Commercial color lithograph;Lithograph;63.350.201.20.31;Not on view
